,RoomCount,Floor,Size(m2),District,Price(TL),Age_labeled
5568,4,3.0,150.0,Keçiören,3298500,8
5569,4,0.0,125.0,Keçiören,1873500,2
5570,4,1.0,145.0,Keçiören,5248500,0
5571,3,1.0,110.0,Keçiören,2362500,5
5572,5,2.0,178.0,Keçiören,2998500,8
5573,4,3.0,125.0,Keçiören,2998500,2
5574,4,-1.0,135.0,Keçiören,2398500,8
5575,4,2.0,130.0,Keçiören,4875000,0
5576,4,2.0,135.0,Keçiören,2700000,3
5577,8,3.0,330.0,Keçiören,3975000,2
5578,4,-2.0,125.0,Keçiören,2835000,8
5579,4,3.0,135.0,Keçiören,3883500,3
5580,4,1.0,110.0,Keçiören,2023500,5
5581,4,0.0,115.0,Keçiören,2212500,5
5582,3,0.0,105.0,Keçiören,1725000,5
5583,4,1.0,140.0,Keçiören,3525000,3
5585,5,1.0,160.0,Keçiören,3450000,8
5586,4,1.0,125.0,Keçiören,3262500,5
5587,3,-1.0,115.0,Keçiören,1768500,8
5588,4,2.0,140.0,Keçiören,3523500,2
5589,3,1.0,115.0,Keçiören,3525000,5
5590,5,11.0,180.0,Keçiören,7350000,0
5591,4,5.0,130.0,Keçiören,2925000,8
5592,4,0.0,120.0,Keçiören,2385000,7
5593,4,1.0,130.0,Keçiören,2848500,7
5594,3,1.0,110.0,Keçiören,3855000,5
5596,4,-1.0,130.0,Keçiören,2475000,8
5597,5,5.0,250.0,Keçiören,8025000,0
5598,3,1.0,125.0,Keçiören,2173500,8
5599,4,6.0,135.0,Keçiören,3748500,8
5600,4,-1.0,135.0,Keçiören,2473500,2
5601,4,3.0,110.0,Keçiören,2925000,2
5602,5,8.0,175.0,Keçiören,9000000,3
5603,4,3.0,120.0,Keçiören,2925000,5
5604,5,1.0,145.0,Keçiören,4425000,3
5605,4,3.0,135.0,Keçiören,3735000,8
5606,8,6.0,300.0,Keçiören,4425000,7
5607,4,1.0,130.0,Keçiören,3592500,3
5608,5,0.0,120.0,Keçiören,2625000,3
5609,4,2.0,140.0,Keçiören,3270000,5
5610,3,-2.0,120.0,Keçiören,1948500,2
5611,4,2.0,125.0,Keçiören,2397000,3
5613,4,2.0,120.0,Keçiören,4650000,3
5616,5,2.0,145.0,Keçiören,3450000,8
5617,4,1.0,120.0,Keçiören,2970000,8
5618,4,2.0,145.0,Keçiören,4875000,5
5619,3,0.0,110.0,Keçiören,2550000,8
5620,5,1.0,175.0,Keçiören,4125000,8
5621,5,3.0,170.0,Keçiören,5025000,0
5622,4,-1.0,115.0,Keçiören,1723500,5
5623,4,3.0,150.0,Keçiören,3898500,0
5625,4,1.0,140.0,Keçiören,3525000,5
5626,3,1.0,105.0,Keçiören,2385000,6
5627,4,3.0,130.0,Keçiören,3870000,5
5628,4,3.0,125.0,Keçiören,2532000,8
5629,4,2.0,120.0,Keçiören,2692500,5
5630,4,0.0,125.0,Keçiören,2578500,8
5631,4,2.0,130.0,Keçiören,2820000,8
5632,4,0.0,105.0,Keçiören,2175000,2
5633,2,-2.0,60.0,Keçiören,1312500,8
5634,4,1.0,130.0,Keçiören,2872500,2
5635,4,1.0,130.0,Keçiören,3112500,2
5636,4,-1.0,140.0,Keçiören,2316000,1
5637,4,-2.0,140.0,Keçiören,2608500,8
5638,4,3.0,130.0,Keçiören,4110000,4
5639,4,1.0,130.0,Keçiören,3898500,7
5640,4,-1.0,125.0,Keçiören,1987500,3
5641,4,5.0,145.0,Keçiören,3675000,7
5642,4,2.0,180.0,Keçiören,5625000,8
5643,4,1.0,140.0,Keçiören,3075000,5
5644,3,3.0,90.0,Keçiören,2655000,2
5645,3,-2.0,100.0,Keçiören,1948500,2
5647,7,4.0,300.0,Keçiören,5685000,0
5648,3,1.0,110.0,Keçiören,1948500,8
5649,3,-1.0,115.0,Keçiören,2173500,8
5650,4,1.0,140.0,Keçiören,4575000,0
5651,5,1.0,190.0,Keçiören,4875000,0
5652,4,4.0,110.0,Keçiören,3285000,3
5653,4,4.0,135.0,Keçiören,3732000,7
5654,5,3.0,160.0,Keçiören,5250000,0
5655,4,1.0,145.0,Keçiören,4948500,8
5656,4,2.0,125.0,Keçiören,3975000,5
5657,4,3.0,125.0,Keçiören,3000000,5
5658,5,-1.0,175.0,Keçiören,2542500,8
5659,4,-1.0,140.0,Keçiören,2535000,8
5660,4,3.0,145.0,Keçiören,4117500,0
5661,3,3.0,110.0,Keçiören,2242500,2
5662,4,1.0,140.0,Keçiören,3525000,0
5663,6,14.0,275.0,Keçiören,9975000,0
5664,5,1.0,170.0,Keçiören,6283500,2
5665,3,5.0,110.0,Keçiören,2743500,2
5666,4,1.0,130.0,Keçiören,3435000,2
5667,4,4.0,140.0,Keçiören,3337500,8
5668,4,1.0,125.0,Keçiören,2623500,8
5669,4,1.0,146.0,Keçiören,2608500,6
5670,4,3.0,135.0,Keçiören,3825000,8
5671,5,1.0,180.0,Keçiören,2908500,7
5672,4,1.0,145.0,Keçiören,3373500,5
5673,4,1.0,150.0,Keçiören,2923500,7
5674,4,1.0,145.0,Keçiören,2353500,2
5675,4,-1.0,155.0,Keçiören,2467500,2
5676,4,2.0,125.0,Keçiören,5175000,5
5678,4,2.0,125.0,Keçiören,3750000,5
5679,5,2.0,160.0,Keçiören,3967500,1
5680,4,2.0,145.0,Keçiören,3450000,7
5681,4,1.0,145.0,Keçiören,3637500,7
5682,4,0.0,115.0,Keçiören,2458500,3
5683,4,1.0,140.0,Keçiören,3283500,8
5684,5,3.0,150.0,Keçiören,3750000,2
5685,4,2.0,125.0,Keçiören,3825000,3
5686,4,1.0,130.0,Keçiören,5625000,8
5687,3,1.0,115.0,Keçiören,2925000,5
5688,5,13.0,170.0,Keçiören,7875000,4
5689,4,1.0,145.0,Keçiören,3975000,0
5690,4,-3.0,125.0,Keçiören,2032500,5
5691,4,-1.0,125.0,Keçiören,2323500,1
5692,4,1.0,130.0,Keçiören,3973500,2
5693,4,3.0,125.0,Keçiören,3750000,5
5694,3,-2.0,100.0,Keçiören,2025000,2
5695,4,-1.0,110.0,Keçiören,2175000,5
5696,5,8.0,200.0,Keçiören,6600000,0
5697,5,13.0,250.0,Keçiören,7950000,6
5698,4,-1.0,135.0,Keçiören,2683500,8
5699,3,1.0,100.0,Keçiören,2038500,5
5701,4,4.0,145.0,Keçiören,5700000,7
5702,4,-1.0,125.0,Keçiören,2023500,2
5703,4,1.0,120.0,Keçiören,2242500,5
5704,7,3.0,300.0,Keçiören,5850000,2
5705,4,2.0,130.0,Keçiören,3247500,2
5706,4,4.0,140.0,Kızılcahamam,2325000,2
5707,4,3.0,130.0,Mamak,2625000,7
5708,4,9.0,200.0,Mamak,3375000,7
5709,4,4.0,130.0,Mamak,2670000,8
5710,4,1.0,130.0,Mamak,3412500,8
5711,4,3.0,135.0,Mamak,4050000,0
5713,4,2.0,135.0,Mamak,4050000,0
5714,3,-1.0,100.0,Mamak,2175000,8
5715,4,-1.0,120.0,Mamak,1980000,3
5717,4,1.0,120.0,Mamak,3600000,0
5718,4,1.0,125.0,Mamak,3600000,0
5719,3,0.0,100.0,Mamak,3150000,0
5721,4,-1.0,136.0,Mamak,3150000,0
5722,4,1.0,135.0,Mamak,3112500,0
5723,4,6.0,145.0,Mamak,4275000,7
5724,3,0.0,110.0,Mamak,2400000,6
5725,4,11.0,145.0,Mamak,3885000,0
5726,4,4.0,155.0,Mamak,4950000,8
5727,4,-1.0,130.0,Mamak,2400000,2
5728,4,1.0,135.0,Mamak,2925000,0
5729,3,-1.0,100.0,Mamak,1395000,2
5730,4,-1.0,145.0,Mamak,2775000,0
5731,4,8.0,158.0,Mamak,4573500,8
5732,4,1.0,115.0,Mamak,2625000,7
5733,4,1.0,95.0,Mamak,1650000,8
5734,5,5.0,170.0,Mamak,3300000,8
5735,4,3.0,125.0,Mamak,2623500,8
5736,5,4.0,145.0,Mamak,2917500,0
5737,3,-1.0,75.0,Mamak,1222500,2
5738,3,-2.0,85.0,Mamak,1425000,3
5739,8,5.0,270.0,Mamak,4800000,6
5740,4,1.0,155.0,Mamak,5235000,8
5741,5,3.0,190.0,Mamak,3225000,2
5742,4,-1.0,135.0,Mamak,2535000,0
5744,3,-1.0,105.0,Mamak,1725000,7
5745,4,1.0,120.0,Mamak,1800000,1
5746,3,2.0,115.0,Mamak,2362500,0
5747,5,2.0,140.0,Mamak,3900000,0
5748,4,2.0,140.0,Mamak,3562500,1
5749,4,1.0,115.0,Mamak,3900000,8
5750,4,2.0,130.0,Mamak,2850000,6
5751,6,2.0,140.0,Mamak,4650000,0
5752,5,3.0,200.0,Mamak,4200000,8
5753,3,0.0,95.0,Mamak,1725000,5
5754,4,2.0,130.0,Mamak,2925000,8
5755,4,1.0,135.0,Mamak,2338500,8
5756,4,-2.0,127.0,Mamak,3097500,6
5757,4,-2.0,117.0,Mamak,3075000,4
5758,4,10.0,127.0,Mamak,3855000,4
5759,4,2.0,135.0,Mamak,2160000,8
5760,4,3.0,130.0,Mamak,2743500,3
5761,7,3.0,250.0,Mamak,7320000,8
5762,7,3.0,250.0,Mamak,3825000,8
5763,3,-2.0,120.0,Mamak,1887000,2
5764,4,1.0,130.0,Mamak,2812500,7
5765,4,1.0,135.0,Mamak,3000000,2
5766,4,2.0,135.0,Mamak,2698500,2
5767,4,3.0,140.0,Mamak,2475000,3
5768,4,1.0,125.0,Mamak,2400000,2
5769,4,5.0,130.0,Mamak,3675000,3
5770,4,2.0,125.0,Mamak,2362500,3
5771,4,1.0,140.0,Mamak,2848500,8
5772,4,2.0,120.0,Mamak,2775000,2
5773,4,1.0,130.0,Mamak,2040000,2
5774,4,1.0,115.0,Mamak,2398500,8
5775,4,2.0,120.0,Mamak,2400000,3
5776,3,1.0,100.0,Mamak,1942500,2
5777,4,1.0,170.0,Mamak,7035000,8
5778,4,1.0,123.0,Mamak,2398500,3
5779,3,-2.0,110.0,Mamak,1275000,8
5780,4,16.0,140.0,Mamak,3727500,8
5781,7,13.0,400.0,Mamak,7125000,0
5782,4,1.0,120.0,Mamak,2355000,8
5783,4,3.0,170.0,Mamak,4575000,0
5784,5,13.0,300.0,Mamak,6150000,0
5785,4,9.0,145.0,Mamak,4648500,7
5786,4,12.0,135.0,Mamak,4725000,7
5787,4,1.0,140.0,Mamak,3750000,8
5788,4,2.0,120.0,Mamak,2587500,5
5790,4,3.0,135.0,Mamak,2580000,5
5791,4,3.0,120.0,Mamak,3450000,2
5792,4,5.0,128.0,Mamak,2595000,8
5793,4,3.0,140.0,Mamak,3028500,8
5794,4,2.0,135.0,Mamak,2925000,2
5795,4,1.0,170.0,Mamak,6900000,0
5796,4,2.0,125.0,Mamak,2512500,2
5797,4,2.0,120.0,Mamak,2962500,3
5798,4,4.0,145.0,Mamak,4425000,0
5799,4,-2.0,100.0,Mamak,1995000,3
5800,4,3.0,110.0,Mamak,3150000,2
5801,3,0.0,85.0,Mamak,1905000,5
5802,4,3.0,135.0,Mamak,3915000,0
5803,4,1.0,130.0,Mamak,1725000,5
5804,4,-1.0,140.0,Mamak,2805000,0
5805,4,2.0,120.0,Mamak,3300000,8
5806,7,3.0,250.0,Mamak,5055000,3
5807,3,2.0,105.0,Mamak,1327500,2
5808,3,-1.0,100.0,Mamak,1875000,2
5809,4,1.0,125.0,Mamak,3555000,8
5810,4,2.0,110.0,Mamak,3148500,3
5811,3,-2.0,125.0,Mamak,2392500,8
5812,3,1.0,125.0,Mamak,3975000,8
5813,4,2.0,120.0,Mamak,2670000,3
5815,4,3.0,130.0,Mamak,2458500,2
5816,4,1.0,140.0,Mamak,4125000,8
5817,4,3.0,160.0,Mamak,3120000,7
5818,3,0.0,80.0,Mamak,1680000,2
5819,5,3.0,200.0,Mamak,4275000,8
5820,4,3.0,145.0,Mamak,2625000,8
5821,5,21.0,165.0,Mamak,8805000,0
5822,3,-1.0,100.0,Mamak,1740000,7
5823,4,3.0,145.0,Mamak,2743500,8
5824,5,12.0,200.0,Mamak,4087500,7
5825,4,3.0,120.0,Mamak,3750000,2
5826,4,5.0,145.0,Mamak,4033500,8
5827,3,1.0,95.0,Mamak,1911000,3
5829,4,6.0,170.0,Mamak,4425000,8
5830,4,1.0,115.0,Mamak,2100000,3
5831,4,1.0,140.0,Mamak,3825000,8
5832,4,2.0,125.0,Mamak,2248500,3
5833,4,0.0,100.0,Mamak,2188500,2
5834,4,1.0,100.0,Mamak,1867500,2
5835,4,2.0,115.0,Mamak,3375000,3
5836,4,1.0,110.0,Mamak,3225000,2
5837,4,3.0,120.0,Mamak,2592000,5
5838,2,1.0,90.0,Mamak,1125000,8
5839,4,3.0,110.0,Mamak,2850000,2
5840,4,9.0,145.0,Mamak,4648500,8
5841,5,4.0,180.0,Mamak,3900000,2
5842,4,-1.0,145.0,Mamak,2547000,7
5843,4,3.0,130.0,Mamak,2475000,3
5844,4,2.0,105.0,Mamak,2250000,5
5845,4,3.0,115.0,Mamak,2700000,3
5846,4,1.0,105.0,Mamak,1950000,2
5847,4,1.0,125.0,Mamak,3450000,8
5848,4,2.0,100.0,Mamak,2250000,2
5849,5,4.0,180.0,Mamak,4125000,8
5850,4,3.0,110.0,Mamak,2212500,3
5851,4,0.0,117.0,Mamak,2625000,4
5852,5,3.0,230.0,Mamak,2970000,8
5853,2,4.0,65.0,Mamak,1260000,2
5854,4,14.0,160.0,Mamak,3898500,0
5855,4,1.0,135.0,Mamak,1980000,2
5856,3,1.0,110.0,Mamak,1942500,8
5857,4,3.0,130.0,Mamak,2670000,7
5858,4,10.0,165.0,Mamak,4275000,0
5859,2,20.0,56.0,Mamak,3449999,0
5860,4,3.0,120.0,Mamak,2068500,3
5861,5,5.0,260.0,Mamak,4800000,8
5862,4,12.0,125.0,Mamak,3735000,8
5863,4,1.0,125.0,Mamak,3037500,8
5864,2,20.0,55.0,Mamak,3449999,0
5865,4,6.0,170.0,Mamak,5998500,4
5866,4,0.0,105.0,Mamak,3900000,2
5867,4,7.0,150.0,Mamak,4500000,0
5868,4,-1.0,130.0,Mamak,2250000,8
5869,4,2.0,145.0,Mamak,2532000,8
5870,4,-2.0,115.0,Mamak,2085000,8
5871,3,0.0,105.0,Mamak,2175000,6
5872,4,7.0,145.0,Mamak,6300000,8
5873,7,3.0,350.0,Mamak,4275000,8
5874,4,1.0,135.0,Mamak,3450000,2
5875,3,1.0,115.0,Mamak,2400000,4
5876,8,3.0,300.0,Mamak,4500000,2
5877,7,3.0,280.0,Mamak,4125000,3
5878,4,1.0,120.0,Mamak,3150000,3
5879,5,1.0,255.0,Mamak,8250000,0
5882,5,3.0,225.0,Mamak,7275000,0
5883,3,1.0,60.0,Mamak,1125000,5
5884,4,1.0,125.0,Mamak,2550000,8
5885,4,1.0,130.0,Mamak,3000000,2
5886,2,2.0,55.0,Mamak,967500,8
5887,4,2.0,130.0,Mamak,2767500,8
5888,4,2.0,120.0,Mamak,2347500,8
5889,4,-3.0,116.0,Mamak,2070000,7
5890,4,2.0,115.0,Mamak,3075000,3
5891,4,2.0,105.0,Mamak,3000000,3
5892,3,-1.0,105.0,Mamak,2098500,8
5893,5,-1.0,160.0,Mamak,2475000,7
5894,4,1.0,90.0,Mamak,1875000,3
5895,4,0.0,140.0,Mamak,3075000,8
5896,3,-2.0,90.0,Mamak,2385000,8
5897,4,5.0,135.0,Mamak,5400000,2
5898,4,1.0,125.0,Mamak,2925000,8
5899,4,2.0,130.0,Mamak,3945000,0
5900,4,3.0,130.0,Mamak,2625000,3
5901,4,-1.0,100.0,Mamak,2325000,3
5902,4,1.0,140.0,Mamak,3898500,8
5903,3,1.0,90.0,Mamak,2550000,3
5904,4,3.0,130.0,Mamak,3150000,3
5905,4,1.0,90.0,Mamak,2100000,3
5906,3,0.0,90.0,Mamak,1942500,2
5907,8,8.0,300.0,Mamak,8250000,8
5908,4,3.0,120.0,Mamak,2505000,8
5909,4,0.0,90.0,Mamak,1950000,2
5910,4,-2.0,110.0,Mamak,1650000,8
5911,4,1.0,135.0,Mamak,2428500,7
5912,4,2.0,150.0,Mamak,2550000,7
5913,3,1.0,105.0,Mamak,1912500,8
5914,4,2.0,125.0,Mamak,2812500,0
5915,5,3.0,200.0,Mamak,4125000,2
5916,4,1.0,130.0,Mamak,2835000,0
5917,5,4.0,185.0,Mamak,3583500,7
5918,4,3.0,145.0,Mamak,3375000,0
5919,4,1.0,120.0,Mamak,2025000,8
5920,4,11.0,145.0,Mamak,3900000,7
5921,4,3.0,140.0,Mamak,4950000,8
5922,4,1.0,130.0,Mamak,3135000,2
5923,4,0.0,127.0,Mamak,2685000,8
5924,3,3.0,105.0,Mamak,1920000,3
5925,7,3.0,180.0,Mamak,3375000,3
5926,4,1.0,120.0,Mamak,2850000,3
5927,3,-3.0,95.0,Mamak,1875000,3
5928,3,1.0,85.0,Mamak,1905000,5
5929,4,1.0,120.0,Mamak,2970000,5
5930,4,3.0,130.0,Mamak,2325000,3
5931,2,3.0,55.0,Mamak,1072500,2
5932,3,1.0,90.0,Mamak,1950000,8
5933,6,4.0,280.0,Mamak,3900000,8
5934,4,2.0,110.0,Mamak,1912500,2
5935,4,-1.0,100.0,Mamak,1650000,5
5936,4,3.0,130.0,Mamak,4200000,8
5937,4,4.0,140.0,Mamak,2743500,7
5938,4,1.0,135.0,Mamak,3367500,8
5939,4,7.0,200.0,Mamak,3493500,8
5940,4,1.0,135.0,Mamak,3373500,8
5941,3,1.0,110.0,Mamak,2250000,8
5942,4,7.0,145.0,Mamak,4477500,8
5943,5,11.0,222.0,Mamak,8250000,0
5944,4,2.0,150.0,Mamak,3088500,8
5945,3,-1.0,90.0,Mamak,2025000,2
5946,3,0.0,100.0,Mamak,2025000,2
5947,4,3.0,150.0,Mamak,3900000,8
5948,4,1.0,150.0,Mamak,5325000,8
5949,4,1.0,120.0,Mamak,3345000,8
5950,3,-1.0,120.0,Mamak,2092500,7
5951,4,0.0,140.0,Mamak,2760000,0
5952,2,3.0,65.0,Mamak,958500,8
5953,5,-2.0,120.0,Mamak,2400000,2
5954,7,3.0,280.0,Mamak,4498500,8
5955,6,3.0,200.0,Mamak,3118500,2
5956,4,2.0,150.0,Mamak,3750000,8
5957,3,1.0,90.0,Mamak,2242500,5
5958,3,1.0,100.0,Mamak,2520000,1
5959,4,1.0,120.0,Mamak,2625000,8
5960,3,5.0,120.0,Mamak,3148500,7
5962,3,-2.0,105.0,Mamak,1453500,3
5963,3,1.0,88.0,Mamak,1890000,8
5964,2,1.0,65.0,Mamak,997500,8
5965,3,11.0,85.0,Mamak,1725000,8
5966,5,3.0,150.0,Mamak,3075000,0
5967,4,2.0,167.0,Mamak,6900000,8
5968,5,3.0,200.0,Mamak,4680000,8
5969,2,1.0,65.0,Mamak,967500,8
5970,5,4.0,200.0,Mamak,4275000,7
5971,3,0.0,90.0,Mamak,1905000,8
5972,4,2.0,125.0,Mamak,2962500,8
5973,3,1.0,110.0,Mamak,2550000,2
5974,4,3.0,120.0,Mamak,3915000,8
5976,4,2.0,140.0,Mamak,4050000,8
5977,4,1.0,125.0,Mamak,2925000,0
5979,4,3.0,115.0,Mamak,2835000,3
5980,5,4.0,155.0,Mamak,3825000,0
5981,4,1.0,100.0,Mamak,2700000,3
5982,4,-1.0,130.0,Mamak,2025000,8
5983,5,7.0,300.0,Mamak,4371000,7
5984,4,1.0,130.0,Mamak,2295000,8
5985,4,5.0,148.0,Mamak,4033500,8
5986,3,3.0,95.0,Mamak,3375000,3
5987,2,0.0,64.0,Mamak,1131000,8
5988,4,-1.0,140.0,Mamak,2287500,8
5989,4,2.0,220.0,Mamak,4950000,7
5990,3,-2.0,100.0,Mamak,3375000,0
5991,4,1.0,90.0,Mamak,1222500,5
5992,3,4.0,135.0,Mamak,2700000,8
5993,4,2.0,120.0,Mamak,2700000,8
5994,4,2.0,105.0,Mamak,2547000,5
5995,3,-2.0,87.0,Mamak,1305000,3
5996,4,4.0,115.0,Mamak,2505000,5
5997,4,-2.0,130.0,Mamak,1648500,8
5998,4,1.0,115.0,Mamak,3148500,5
5999,4,1.0,160.0,Mamak,2622000,8
6000,4,3.0,150.0,Mamak,3375000,2
6001,4,1.0,145.0,Mamak,3298500,8
6002,4,3.0,140.0,Mamak,3300000,7
6003,4,9.0,150.0,Mamak,4798500,8
6004,4,1.0,155.0,Mamak,3900000,7
6005,4,3.0,150.0,Mamak,2968500,8
6006,4,1.0,125.0,Mamak,2662500,5
6007,3,0.0,95.0,Mamak,2025000,8
6008,3,0.0,110.0,Mamak,1387500,0
6009,4,2.0,130.0,Mamak,2775000,8
6010,4,2.0,180.0,Mamak,3825000,8
6011,4,1.0,120.0,Mamak,2700000,0
6012,5,3.0,183.0,Mamak,3562500,8
6013,5,5.0,157.0,Mamak,4500000,7
6014,4,7.0,125.0,Mamak,3525000,8
6015,4,1.0,110.0,Mamak,2167500,2
6016,3,1.0,100.0,Mamak,1695000,2
6017,4,-1.0,110.0,Mamak,1873500,8
6018,4,1.0,110.0,Mamak,1942500,0
6019,4,2.0,110.0,Mamak,2212500,7
6020,4,-2.0,120.0,Mamak,2062500,6
6021,3,1.0,90.0,Mamak,1380000,2
6022,4,3.0,120.0,Mamak,2175000,8
6023,3,-1.0,105.0,Mamak,1875000,8
6024,3,0.0,100.0,Mamak,1650000,8
6025,4,1.0,110.0,Mamak,2025000,8
6026,3,1.0,110.0,Mamak,1650000,8
6027,3,1.0,100.0,Mamak,1605000,2
6028,4,1.0,120.0,Mamak,2175000,8
6029,4,1.0,130.0,Mamak,2025000,8
6030,4,2.0,125.0,Mamak,2625000,8
6031,4,6.0,150.0,Mamak,4350000,8
6032,4,1.0,130.0,Mamak,2317500,2
6033,4,3.0,125.0,Mamak,2625000,2
6034,4,1.0,180.0,Mamak,5235000,8
6035,3,-2.0,90.0,Mamak,1785000,3
6036,4,2.0,135.0,Mamak,2697000,8
6037,4,3.0,145.0,Mamak,2983500,2
6038,4,4.0,135.0,Mamak,3973500,4
6039,4,-1.0,125.0,Mamak,2775000,8
6040,4,2.0,145.0,Mamak,3373500,8
6041,4,-3.0,135.0,Mamak,2968500,8
6042,4,1.0,105.0,Mamak,1800000,8
6043,4,-2.0,145.0,Mamak,2835000,0
6044,4,4.0,155.0,Mamak,2968500,7
6045,4,2.0,145.0,Mamak,3750000,8
6046,2,1.0,60.0,Mamak,1042500,8
6047,4,2.0,140.0,Mamak,2880000,8
6048,3,1.0,105.0,Mamak,2025000,8
6049,4,4.0,140.0,Mamak,2790000,5
6050,4,3.0,140.0,Mamak,2895000,5
6051,5,3.0,190.0,Mamak,6000000,8
6052,4,1.0,120.0,Mamak,1875000,3
6053,4,6.0,155.0,Mamak,4417500,7
6054,4,1.0,135.0,Mamak,2427000,7
6055,3,-1.0,100.0,Mamak,2070000,3
6056,3,-2.0,70.0,Mamak,1425000,5
6058,4,3.0,135.0,Mamak,4200000,8
6059,4,4.0,145.0,Mamak,4125000,8
6060,3,1.0,90.0,Mamak,2250000,3
6062,4,1.0,110.0,Mamak,1485000,2
6063,3,1.0,110.0,Mamak,2940000,8
6064,3,0.0,95.0,Mamak,1950000,5
6065,3,-1.0,80.0,Mamak,1485000,3
6066,4,3.0,125.0,Mamak,2730000,2
6067,4,2.0,135.0,Mamak,4125000,3
6068,4,6.0,160.0,Mamak,3750000,0
6069,4,1.0,130.0,Mamak,3825000,0
6070,5,11.0,225.0,Mamak,7875000,1
6071,3,1.0,110.0,Mamak,3750000,8
6072,4,3.0,125.0,Mamak,2625000,8
6073,3,1.0,100.0,Mamak,1275000,5
6074,6,10.0,290.0,Mamak,5767500,7
6075,4,2.0,130.0,Mamak,2400000,5
6076,4,3.0,120.0,Mamak,2998500,2
6077,4,3.0,125.0,Mamak,2497500,8
6078,4,1.0,115.0,Mamak,2442000,3
6079,2,0.0,60.0,Mamak,1575000,7
6080,4,-2.0,120.0,Mamak,1791000,2
6081,4,1.0,155.0,Mamak,2362500,8
6082,4,2.0,100.0,Mamak,2370000,3
6083,4,-1.0,145.0,Mamak,2083500,2
6084,3,2.0,85.0,Mamak,1830000,8
6085,4,10.0,140.0,Mamak,5773500,8
6086,3,0.0,100.0,Mamak,1491000,8
6087,4,2.0,125.0,Mamak,2212500,7
6088,4,2.0,100.0,Mamak,2625000,5
6089,4,7.0,145.0,Mamak,4275000,8
6090,4,-1.0,140.0,Mamak,2698500,8
6091,4,1.0,145.0,Mamak,5235000,7
6092,4,0.0,100.0,Mamak,1948500,2
6093,4,1.0,135.0,Mamak,2473500,2
6094,4,1.0,130.0,Mamak,2130000,2
6095,4,3.0,135.0,Mamak,3300000,2
6096,5,3.0,310.0,Mamak,3300000,8
6097,4,8.0,130.0,Mamak,2775000,7
6098,4,3.0,125.0,Mamak,2595000,8
6099,4,3.0,125.0,Mamak,2775000,3
6100,4,3.0,130.0,Mamak,2490000,5
6101,4,-1.0,110.0,Mamak,1392000,5
6102,4,5.0,160.0,Mamak,4875000,7
6103,3,-1.0,95.0,Mamak,1725000,8
6104,5,1.0,180.0,Mamak,2760000,8
6105,4,1.0,125.0,Mamak,2392500,8
6106,4,1.0,125.0,Mamak,3345000,8
6108,4,3.0,125.0,Mamak,3112500,2
6109,3,1.0,95.0,Mamak,2550000,8
6110,3,3.0,90.0,Mamak,1567500,8
6111,4,1.0,135.0,Mamak,4050000,2
6112,3,1.0,110.0,Mamak,1905000,8
6113,4,0.0,115.0,Mamak,2550000,3
6114,4,1.0,115.0,Mamak,2475000,2
6115,4,3.0,130.0,Mamak,2698500,2
6116,4,-2.0,140.0,Mamak,2173500,7
6117,4,3.0,135.0,Mamak,2925000,8
6118,2,0.0,60.0,Mamak,1867500,7
6119,3,-1.0,90.0,Mamak,1942500,2
6120,4,3.0,135.0,Mamak,2653500,8
6121,4,1.0,120.0,Mamak,2925000,0
6122,4,1.0,135.0,Mamak,2338500,6
6123,4,2.0,125.0,Mamak,2347500,2
6124,4,1.0,120.0,Mamak,3075000,2
6125,4,-1.0,110.0,Mamak,1942500,2
6126,3,-1.0,100.0,Mamak,1695000,8
6127,4,-1.0,110.0,Mamak,1387500,3
6128,4,1.0,135.0,Mamak,2550000,0
6130,5,3.0,172.0,Mamak,6223500,7
6131,4,1.0,130.0,Mamak,2925000,8
6132,4,2.0,140.0,Mamak,3562500,0
6133,4,10.0,145.0,Mamak,5700000,8
6134,4,2.0,115.0,Mamak,2685000,8
6135,4,1.0,120.0,Mamak,1927500,2
6136,3,0.0,105.0,Mamak,1603500,0
6137,4,7.0,148.0,Mamak,3787500,7
6138,3,-2.0,100.0,Mamak,1693500,3
6139,4,3.0,150.0,Mamak,3120000,8
6140,4,1.0,140.0,Mamak,2985000,2
6141,4,2.0,125.0,Mamak,2775000,3
6142,4,1.0,120.0,Mamak,2925000,8
6143,4,-3.0,150.0,Mamak,2835000,6
6144,4,5.0,145.0,Mamak,4032000,8
6145,5,10.0,240.0,Mamak,7050000,8
6146,4,1.0,130.0,Mamak,1798500,8
6147,4,1.0,110.0,Mamak,3375000,2
6148,4,2.0,130.0,Mamak,6375000,0
6149,4,0.0,105.0,Mamak,1800000,2
6150,4,4.0,140.0,Mamak,5698500,8
6151,6,3.0,280.0,Mamak,7125000,7
6152,4,1.0,130.0,Mamak,3450000,8
6153,4,3.0,125.0,Mamak,3150000,0
6154,4,2.0,110.0,Mamak,3450000,2
6155,4,-3.0,145.0,Mamak,2833500,6
6156,6,3.0,230.0,Mamak,6750000,8
6157,4,3.0,130.0,Mamak,3450000,8
6158,3,3.0,105.0,Mamak,2160000,2
6159,4,2.0,140.0,Mamak,2698500,8
6160,4,-1.0,140.0,Mamak,2775000,8
6161,4,3.0,145.0,Mamak,2475000,2
6162,4,3.0,110.0,Mamak,2430000,2
6163,4,0.0,105.0,Mamak,1920000,5
6164,5,3.0,245.0,Mamak,4725000,3
6165,4,1.0,110.0,Mamak,2580000,5
